id;count;sample:E00944163-S0001plqA-A0000Rep1_IonCode_0229;sample:E00944164-S0001plqA-A0000Rep1_IonCode_0230;sample:E00944165-S0001plqA-A0000Rep1_IonCode_0231;sample:E00944166-S0001plqA-A0000Rep1_IonCode_0232;sample:E00944168-S0001plqA-A0000Rep1_IonCode_0233;sample:E00944194-S0001plqA-A0000Rep1_IonCode_0234;sample:E00944195-S0001plqA-A0000Rep1_IonCode_0235;sample:E00944196-S0001plqA-A0000Rep1_IonCode_0236;sample:E00944200-S0001plqA-A0000Rep1_IonCode_0237;sample:E00944201-S0001plqA-A0000Rep1_IonCode_0238;sample:E00944202-S0001plqA-A0000Rep1_IonCode_0239;sample:E00944203-S0001plqA-A0000Rep1_IonCode_0240;sample:E00944205-S0001plqA-A0000Rep1_IonCode_0242;sample:E00944206-S0001plqA-A0000Rep1_IonCode_0243;sample:E00944208-S0001plqA-A0000Rep1_IonCode_0244;sample:E00944209-S0001plqA-A0000Rep1_IonCode_0245;sample:E00944210-S0001plqA-A0000Rep1_IonCode_0246;sample:E00944211-S0001plqA-A0000Rep1_IonCode_0247;sample:E00944213-S0001plqA-A0000Rep1_IonCode_0248;sample:E00944215-S0001plqA-A0000Rep1_IonCode_0249;sample:E00944217-S0001plqA-A0000Rep1_IonCode_0250;sample:E00944218-S0001plqA-A0000Rep1_IonCode_0251;sample:E00944563-S0001plqA-A0000Rep1_IonCode_0266;sample:E00944564-S0001plqA-A0000Rep1_IonCode_0267;sample:E00963479-S0001plqA-A0000Rep1_IonCode_0202;sample:E00963480-S0001plqA-A0000Rep1_IonCode_0203;sample:E00963481-S0001plqA-A0000Rep1_IonCode_0204;sample:E00963487-S0001plqA-A0000Rep1_IonCode_0205;sample:E00963489-S0001plqA-A0000Rep1_IonCode_0206;sample:E00963503-S0001plqA-A0000Rep1_IonCode_0207;sample:E00963504-S0001plqA-A0000Rep1_IonCode_0208;sample:E00963513-S0001plqA-A0000Rep1_IonCode_0209;sample:E00963514-S0001plqA-A0000Rep1_IonCode_0210;sample:E00963678-S0001plqA-A0000Rep1_IonCode_0211;sample:E00963680-S0001plqA-A0000Rep1_IonCode_0212;sample:E00963683-S0001plqA-A0000Rep1_IonCode_0213;sample:E00963715-S0001plqA-A0000Rep1_IonCode_0268;sample:E00963717-S0001plqA-A0000Rep1_IonCode_0269;sample:E00963721-S0001plqA-A0000Rep1_IonCode_0270;sample:E00963722-S0001plqA-A0000Rep1_IonCode_0271;sample:E00963725-S0001plqA-A0000Rep1_IonCode_0272;sample:E00963726-S0001plqA-A0000Rep1_IonCode_0273;sample:E00963727-S0001plqA-A0000Rep1_IonCode_0274;sample:E00963728-S0001plqA-A0000Rep1_IonCode_0275;sample:E00963729-S0001plqA-A0000Rep1_IonCode_0276;sample:E00963731-S0001plqA-A0000Rep1_IonCode_0277;sample:E00963732-S0001plqA-A0000Rep1_IonCode_0278;sample:E00963734-S0001plqA-A0000Rep1_IonCode_0280;sample:E00963736-S0001plqA-A0000Rep1_IonCode_0282;sample:E00963738-S0001plqA-A0000Rep1_IonCode_0283;sample:E00963739-S0001plqA-A0000Rep1_IonCode_0284;sample:E00963744-S0001plqA-A0000Rep1_IonCode_0252;sample:E00963749-S0001plqA-A0000Rep1_IonCode_0253;sample:E00963754-S0001plqA-A0000Rep1_IonCode_0254;sample:E00963758-S0001plqA-A0000Rep1_IonCode_0255;sample:E00963760-S0001plqA-A0000Rep1_IonCode_0256;sample:E00963814-S0001plqA-A0000Rep1_IonCode_0257;sample:E00963840-S0001plqA-A0000Rep1_IonCode_0285;sample:E00963841-S0001plqA-A0000Rep1_IonCode_0286;sample:E00963849-S0001plqA-A0000Rep1_IonCode_0287;sample:E00963851-S0001plqA-A0000Rep1_IonCode_0288;sample:E00963854-S0001plqA-A0000Rep1_IonCode_0289;sample:E00963858-S0001plqA-A0000Rep1_IonCode_0290;sample:E00963860-S0001plqA-A0000Rep1_IonCode_0291;sample:E00963861-S0001plqA-A0000Rep1_IonCode_0292;sample:E00963862-S0001plqA-A0000Rep1_IonCode_0293;sample:E00963863-S0001plqA-A0000Rep1_IonCode_0294;sample:E00963872-S0001plqA-A0000Rep1_IonCode_0215;sample:E00963876-S0001plqA-A0000Rep1_IonCode_0216;sample:E00963878-S0001plqA-A0000Rep1_IonCode_0217;sample:E00963882-S0001plqA-A0000Rep1_IonCode_0218;sample:E00963887-S0001plqA-A0000Rep1_IonCode_0219;sample:E00963888-S0001plqA-A0000Rep1_IonCode_0220;sample:E00982243-S0001plqA-A0000Rep1_IonCode_0258;sample:E00982245-S0001plqA-A0000Rep1_IonCode_0259;sample:E00982261-S0001plqA-A0000Rep1_IonCode_0260;sample:E00982267-S0001plqA-A0000Rep1_IonCode_0261;sample:E00982269-S0001plqA-A0000Rep1_IonCode_0262;sample:E00982272-S0001plqA-A0000Rep1_IonCode_0263;sample:E00982274-S0001plqA-A0000Rep1_IonCode_0264;sample:E00982275-S0001plqA-A0000Rep1_IonCode_0265;sample:E00982461-S0001plqA-A0000Rep1_IonCode_0221;sample:E00982463-S0001plqA-A0000Rep1_IonCode_0222;sample:E00982464-S0001plqA-A0000Rep1_IonCode_0223;sample:E00982467-S0001plqA-A0000Rep1_IonCode_0224;sample:E00982468-S0001plqA-A0000Rep1_IonCode_0225;sample:E00982469-S0001plqA-A0000Rep1_IonCode_0226;sample:E00982473-S0001plqA-A0000Rep1_IonCode_0227;sample:E00982474-S0001plqA-A0000Rep1_IonCode_0228;sample:E00982498-S0001plqA-A0000Rep1_IonCode_0295
P8S2G:00183:02509_SUB_SUB;356;0;1;3;0;0;0;5;0;7;13;0;0;1;2;0;0;1;11;1;27;0;1;0;0;0;4;2;0;0;1;0;0;0;0;3;0;0;0;10;8;0;0;0;0;0;0;2;9;0;0;9;0;4;0;0;0;12;0;0;7;0;8;38;2;38;0;83;0;0;21;0;0;0;0;2;7;0;5;4;2;0;0;0;0;1;0;0;0;0;1
P8S2G:00221:01958_SUB_SUB;286;0;0;1;5;0;4;2;0;13;9;0;0;1;0;0;0;0;5;0;2;2;0;0;0;0;4;0;0;0;1;0;0;0;0;3;0;0;0;5;9;0;0;0;0;0;0;4;2;0;1;2;0;4;1;0;0;9;0;0;3;0;5;50;3;67;0;32;0;0;21;0;0;0;0;1;5;0;2;0;4;0;0;0;0;0;1;0;0;0;3
P8S2G:00238:02277_SUB_SUB;3508;0;116;218;105;51;60;354;0;60;718;0;0;44;2;0;601;0;40;13;60;88;56;10;7;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;199;84;41;37;194;0;0;0;0;0;2;0;0;0;0;0;0;0;56;0;0;13;15;122;0;13;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00275:02100_SUB_SUB;232;0;0;1;1;0;2;1;0;6;9;0;0;2;0;0;0;0;9;2;32;0;0;0;0;2;4;0;0;0;1;0;0;0;0;0;0;0;0;12;8;0;0;0;0;0;0;2;8;0;0;3;0;2;4;0;0;4;0;0;0;0;9;13;1;33;0;38;0;0;6;0;0;0;0;0;6;0;7;2;0;0;0;0;0;0;0;0;0;1;1
P8S2G:00290:02078_SUB_SUB;1936;0;9;33;21;2;5;22;0;74;82;0;1;5;16;0;5;5;75;19;105;5;10;0;0;11;20;2;0;0;3;0;0;3;0;11;0;0;0;86;49;0;0;0;0;0;0;26;49;1;5;37;1;31;9;3;4;61;1;0;19;0;113;172;8;212;0;311;0;0;88;0;0;0;5;5;27;0;24;20;10;0;0;0;0;5;4;0;0;2;4
P8S2G:00273:02177_SUB_SUB;902;0;11;26;10;0;2;8;0;26;31;0;2;6;6;0;7;2;36;13;93;1;2;0;0;9;10;1;0;0;6;0;0;0;0;9;0;0;0;29;23;0;0;0;0;0;0;5;24;1;4;11;0;10;5;2;4;17;0;0;15;0;68;50;6;103;0;81;0;0;61;0;0;0;10;2;22;0;11;9;5;0;0;0;0;3;2;0;0;1;1
P8S2G:00360:02148_SUB_SUB;163;0;0;1;0;0;1;2;0;8;1;0;0;0;0;0;0;0;1;0;4;0;0;0;0;1;6;1;0;0;0;0;0;1;0;0;0;0;0;6;2;0;0;0;0;0;0;1;0;0;0;2;0;2;1;0;1;3;0;0;1;0;20;20;2;19;0;26;0;0;25;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
P8S2G:00374:02177_SUB_SUB;2779;0;8;32;10;2;21;11;0;104;51;0;3;22;11;0;13;17;67;16;92;2;13;0;0;6;27;14;0;0;5;0;0;7;0;16;0;0;0;169;44;0;0;1;0;0;0;25;38;2;2;41;0;36;5;8;21;75;1;0;9;1;64;360;4;429;0;520;0;0;185;0;0;0;4;8;76;0;38;18;10;0;0;0;0;5;2;0;1;4;3
P8S2G:00352:02317_SUB_SUB;107;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;2;0;1;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00359:02291_SUB_SUB;477;0;0;17;0;0;1;7;0;19;15;0;0;3;3;0;3;0;13;3;34;0;1;0;0;2;3;3;0;0;1;0;0;0;0;3;0;0;0;28;9;0;0;0;0;0;0;3;11;0;4;4;0;3;2;2;1;12;0;0;2;0;15;36;0;57;0;98;0;0;39;0;0;0;0;1;3;0;6;5;1;0;0;0;0;1;1;0;0;1;1
P8S2G:00391:02406_SUB_SUB;558;0;1;12;3;1;5;3;0;18;18;0;1;0;1;0;2;1;17;10;20;4;3;0;0;3;9;1;0;0;0;0;0;0;0;1;0;0;0;35;12;0;0;0;0;0;0;4;11;1;0;11;0;7;3;0;3;13;0;0;8;0;81;42;1;71;0;69;0;0;30;0;0;0;1;0;6;0;5;3;5;0;0;0;0;0;1;0;0;0;1
P8S2G:00363:02552_SUB_SUB;2555;0;9;81;20;3;6;25;0;78;90;0;4;12;14;0;5;10;112;25;231;5;18;0;0;18;29;6;0;0;12;0;0;2;0;24;0;0;0;143;48;0;0;0;0;0;0;26;79;1;8;41;1;19;8;6;12;53;1;0;25;1;105;169;6;256;0;437;0;0;139;2;0;0;10;9;40;0;29;21;13;0;0;0;0;3;1;0;0;0;4
P8S2G:00436:01952_SUB_SUB;1274;0;5;29;5;0;4;12;0;28;46;0;1;6;7;0;5;2;50;12;79;2;11;0;0;8;7;5;0;0;2;0;0;1;0;10;0;0;1;81;12;0;0;0;0;0;0;21;24;2;4;35;0;17;1;3;3;31;1;0;3;0;21;94;2;115;0;340;0;0;73;0;0;0;1;4;19;0;15;8;1;0;0;0;0;2;1;0;0;2;0
P8S2G:00434:02039_SUB_SUB;554;0;4;21;4;0;0;6;0;16;29;0;0;3;6;0;4;2;18;9;44;1;1;0;0;2;11;1;0;0;3;0;0;1;0;5;0;0;0;21;15;0;0;0;0;0;0;8;13;1;4;4;0;6;5;1;0;13;1;0;9;0;42;38;0;37;0;67;0;0;46;1;0;0;3;0;10;0;6;5;5;0;0;0;0;0;0;0;0;0;2
P8S2G:00483:01934_SUB_SUB;362;0;1;6;0;0;2;4;0;12;9;0;0;1;0;0;5;2;4;1;8;1;0;0;0;3;6;1;0;0;1;0;0;0;0;2;0;0;0;14;13;0;0;0;0;0;0;0;5;0;1;1;0;7;1;1;0;12;0;0;1;0;9;51;0;75;0;46;0;0;28;0;0;0;0;3;13;0;2;5;2;0;0;0;0;1;1;0;0;1;0
P8S2G:00478:02184_SUB_SUB;4929;0;17;90;39;5;13;61;0;217;163;0;9;31;24;0;23;14;143;40;244;9;22;0;0;24;64;14;0;0;8;0;0;8;0;33;0;0;0;252;103;0;1;2;0;0;0;72;119;1;9;82;2;70;17;10;18;152;0;0;42;0;109;477;17;649;1;827;0;0;315;0;0;0;6;18;88;0;74;37;18;0;0;0;0;5;4;0;0;4;13
P8S2G:00498:02173_SUB_SUB;173;0;0;7;1;0;0;3;0;3;4;0;0;2;1;0;1;1;2;1;6;0;2;0;0;2;6;0;0;0;1;0;0;0;0;2;0;0;0;6;4;0;0;0;0;0;0;2;4;0;1;4;0;0;2;0;1;6;0;0;2;0;25;10;0;17;0;29;0;0;11;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00473:02394_SUB_SUB;805;0;6;6;5;0;5;3;0;38;13;0;3;2;2;0;7;0;19;4;20;2;2;0;0;6;23;1;0;0;0;0;0;2;0;2;0;0;0;27;28;0;0;0;0;0;0;12;10;0;2;8;0;9;3;0;2;23;0;0;5;0;79;110;1;124;0;79;0;0;52;0;0;0;1;2;21;0;12;12;5;0;0;0;0;4;0;0;0;1;2
P8S2G:00477:02404_SUB_SUB;134;0;1;0;2;0;0;0;0;1;1;0;1;0;0;0;0;0;2;1;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;2;12;0;0;0;0;0;0;3;0;0;0;1;0;2;4;0;0;1;1;0;2;0;69;2;0;7;0;2;0;0;6;0;0;0;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
P8S2G:00509:02327_SUB_SUB;308;0;3;3;2;0;0;3;0;18;8;0;0;4;2;0;3;1;8;1;14;1;1;0;0;2;4;1;0;0;0;0;0;0;0;3;0;0;0;9;9;0;0;0;0;0;0;1;5;0;0;2;0;3;2;0;3;8;0;0;3;0;20;33;2;55;0;26;0;0;25;0;0;0;0;1;9;0;4;3;3;0;0;0;0;0;0;0;0;0;0
P8S2G:00519:02437_SUB_SUB;5730;0;0;4;0;19;0;0;1;0;0;0;3698;0;0;0;0;0;10;21;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;14;4;0;0;2;0;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;239;0;604;319;0;8;148;0;381;0;0;0;0
P8S2G:00531:02430_SUB_SUB;369;0;1;2;2;1;3;7;0;16;14;0;0;1;0;0;0;1;2;4;10;1;3;0;0;2;16;1;0;0;0;0;0;0;0;3;0;0;0;15;14;0;0;0;0;0;0;3;5;0;0;4;0;7;2;1;0;4;0;0;2;0;76;33;0;43;0;39;0;0;15;1;0;0;2;0;5;0;2;1;3;0;0;0;0;1;0;0;0;0;1
P8S2G:00511:02529_SUB_SUB;204;0;1;2;1;0;1;1;0;8;11;0;0;3;3;0;0;1;7;2;15;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;6;6;0;0;0;0;0;0;3;7;0;1;3;0;3;2;0;0;3;0;0;1;0;28;17;0;24;0;18;0;0;14;0;0;0;1;1;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0
P8S2G:00582:02195_SUB_SUB;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00553:02379_SUB_SUB;145;0;1;3;2;0;0;2;0;2;10;0;0;0;2;0;1;2;8;1;11;0;1;0;0;2;1;0;0;0;0;0;0;0;0;2;0;0;0;9;4;0;0;0;0;0;0;2;4;0;0;2;0;0;2;0;0;3;0;0;3;0;15;9;0;8;0;15;0;0;8;0;0;0;2;0;2;0;2;1;2;0;0;0;0;1;0;0;0;0;0
P8S2G:00626:01928_SUB_SUB;417;0;1;7;5;0;2;5;0;21;13;0;1;2;2;0;1;1;8;4;47;0;4;0;0;6;3;1;0;0;0;0;0;0;0;2;0;0;0;21;13;0;0;0;0;0;0;1;13;0;0;5;1;1;4;0;0;8;0;0;6;0;11;34;0;47;0;73;0;0;21;0;0;0;2;1;7;0;6;3;1;0;0;0;0;1;0;0;0;1;0
P8S2G:00636:02391_SUB_SUB;118;0;17;1;0;0;20;0;0;4;30;0;0;0;0;0;0;0;18;6;0;12;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00658:02056_SUB_SUB;747;0;3;20;5;1;1;10;0;18;34;0;1;8;7;0;1;1;33;15;57;2;8;0;0;6;10;4;0;0;0;0;0;2;0;7;0;0;0;37;19;0;0;0;0;0;0;13;23;0;1;14;0;5;3;2;1;21;0;0;6;0;27;48;2;64;0;124;0;0;45;0;0;0;1;1;10;0;9;10;3;0;0;0;0;0;0;0;0;2;2
P8S2G:00663:02121_SUB_SUB;203;0;2;6;2;0;0;3;0;11;9;0;0;2;1;0;1;0;7;3;23;2;1;0;0;2;5;1;0;0;1;0;0;0;0;3;0;0;0;10;3;0;0;0;0;0;0;4;6;0;0;2;0;3;1;1;1;4;0;0;7;0;5;7;0;24;0;25;0;0;5;0;0;0;1;0;5;0;1;1;0;0;0;0;0;0;2;0;0;0;0
P8S2G:00660:02234_SUB_SUB;564;0;1;8;4;0;2;6;0;14;29;0;0;3;3;0;0;4;23;4;38;0;4;0;0;6;3;2;0;0;1;0;0;1;0;3;0;0;0;35;11;0;0;0;0;0;0;5;26;1;2;12;0;5;0;2;3;11;0;0;7;0;5;33;2;58;0;131;0;0;25;0;0;0;2;0;8;0;15;4;0;0;0;0;0;1;0;0;0;0;1
P8S2G:00660:02240_SUB_SUB;1422;0;6;48;7;2;3;18;0;40;45;0;0;15;19;0;9;1;77;27;166;1;10;0;0;4;22;4;0;0;7;0;0;1;0;14;0;0;0;73;19;0;0;0;0;0;0;18;34;2;3;21;0;22;2;3;1;39;1;0;15;0;46;90;5;133;0;194;0;0;61;1;0;0;8;1;17;0;16;18;15;0;0;0;0;4;3;0;0;2;9
P8S2G:00134:01196_SUB_SUB;1644;0;2;31;7;1;8;8;0;57;41;0;1;15;9;0;12;7;39;18;60;2;9;0;0;5;10;6;0;0;4;0;0;2;0;12;0;0;0;104;17;0;0;0;0;0;0;11;23;1;4;28;0;14;1;2;2;54;0;0;5;0;23;221;5;195;0;390;0;0;91;0;0;0;1;3;38;0;18;13;5;0;0;0;0;0;4;0;0;2;3
P8S2G:00321:00776_SUB_SUB;364;0;3;8;4;0;1;5;0;11;7;0;1;2;3;0;0;1;12;4;16;1;3;0;0;2;2;1;0;0;0;0;0;0;0;1;0;0;0;11;11;0;0;0;0;0;0;3;6;0;0;6;0;5;2;1;1;23;0;0;2;1;13;51;0;42;0;58;0;0;24;0;0;0;0;4;6;0;1;2;1;0;0;0;0;2;0;0;0;0;0
P8S2G:00302:01046_SUB_SUB;2317;0;6;24;21;0;7;30;0;96;55;0;2;13;7;0;19;4;72;16;80;7;13;0;0;11;42;4;0;0;2;0;0;3;0;14;0;0;0;113;53;0;1;0;0;0;0;32;44;0;7;28;2;13;9;7;9;56;1;0;20;0;197;222;5;306;0;341;0;0;171;0;0;0;6;2;47;0;33;17;15;0;0;0;0;5;1;0;0;4;2
P8S2G:00300:01150_SUB_SUB;101;0;0;1;0;0;0;0;0;5;3;0;0;1;0;0;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;2;0;0;0;0;0;0;3;1;0;0;1;0;2;0;0;0;0;0;0;1;0;22;5;0;18;0;13;0;0;6;0;0;0;2;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00394:01150_SUB_SUB;3560;0;8;32;27;0;27;23;0;213;63;0;3;26;11;0;17;12;74;18;71;8;8;0;0;12;81;8;0;0;4;0;0;10;0;16;0;0;0;148;90;0;0;1;0;0;0;29;40;2;2;24;1;58;9;5;16;108;0;0;12;0;116;532;13;659;0;408;0;0;256;0;0;0;6;7;109;0;29;38;33;0;0;0;0;10;11;0;0;3;13
P8S2G:00405:00988_SUB_SUB;672;0;3;10;3;1;5;3;0;23;20;0;1;4;4;0;3;2;18;2;24;0;3;0;0;3;14;3;0;0;2;0;0;2;0;3;0;0;0;43;11;0;0;0;0;0;0;4;10;0;0;12;0;5;2;0;2;31;0;0;3;0;15;80;1;87;0;128;0;0;44;0;0;0;0;1;14;0;8;9;1;0;0;0;0;1;3;0;1;0;0
P8S2G:00403:01265_SUB_SUB;431;0;7;4;3;0;1;1;0;16;9;0;0;2;0;0;1;0;16;1;13;1;1;0;0;7;9;0;0;0;1;0;0;0;0;0;0;0;0;16;28;0;0;0;0;0;0;7;8;0;1;4;1;3;7;2;0;6;0;0;2;0;116;23;1;28;0;39;0;0;23;0;0;0;0;1;5;0;3;3;7;0;0;0;0;1;0;0;0;1;2
P8S2G:00481:00661_SUB_SUB;893;0;6;2;6;0;2;4;0;32;14;0;2;5;1;0;5;1;4;2;9;5;0;0;0;3;37;1;0;0;0;0;0;1;0;2;0;0;0;28;55;0;0;0;0;0;0;14;3;0;2;6;0;10;11;2;1;24;0;0;6;0;190;93;0;140;0;58;0;0;58;0;0;0;1;1;14;0;3;7;12;0;0;0;0;5;3;0;0;0;2
P8S2G:00491:00884_SUB_SUB;5610;0;856;115;37;6;336;110;189;987;229;0;0;265;312;114;311;0;861;89;282;78;229;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;27;15;31;47;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;13;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
P8S2G:00454:01107_SUB_SUB;496;0;2;3;3;1;3;2;0;19;12;0;1;1;1;0;2;1;11;3;21;0;1;0;0;0;10;0;0;0;1;0;0;2;0;2;0;0;0;15;23;0;0;0;0;0;0;7;4;1;3;5;0;2;6;3;1;6;0;0;13;0;135;39;0;33;0;47;0;0;33;0;0;0;0;4;4;0;1;2;5;0;0;0;0;0;0;0;0;0;2
P8S2G:00461:01169_SUB_SUB;121;0;1;0;1;0;0;1;0;7;0;0;0;1;0;0;2;2;3;0;3;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;3;3;0;0;0;0;0;0;0;2;0;0;2;0;3;0;0;1;4;0;0;1;0;6;9;1;22;0;10;0;0;18;0;0;0;0;1;6;0;1;0;0;0;0;0;0;1;2;0;0;0;0
P8S2G:00532:00840_SUB_SUB;4581;0;15;65;37;5;25;27;0;246;111;0;5;24;14;0;17;11;116;25;144;13;10;1;0;9;76;12;0;0;7;0;0;19;0;26;0;0;0;191;83;0;0;0;0;0;0;40;50;5;7;47;1;100;20;10;23;156;0;0;17;0;94;646;21;821;0;535;1;0;300;2;0;0;9;22;131;0;57;40;43;0;0;0;0;9;17;0;1;7;15
P8S2G:00521:01041_SUB_SUB;1957;0;6;44;16;3;4;24;0;80;58;0;0;13;11;0;5;8;75;21;149;4;18;0;0;12;34;3;0;0;6;0;0;7;0;12;0;0;0;66;34;0;0;0;1;0;0;32;48;2;7;24;1;27;11;7;3;58;0;0;17;1;76;183;6;234;0;262;0;0;129;0;0;0;8;4;41;0;20;20;12;0;0;0;0;3;3;0;0;1;3
P8S2G:00550:00706_SUB_SUB;792;0;2;11;5;1;3;3;0;53;19;0;0;1;2;0;6;3;28;7;26;2;2;0;0;3;10;2;0;0;2;0;0;1;0;7;0;0;0;40;14;0;0;0;0;0;0;9;17;1;3;7;1;14;3;1;2;22;0;0;6;0;23;92;2;130;0;127;0;0;33;0;0;0;1;3;19;0;8;6;4;0;0;0;0;1;1;0;0;3;0
P8S2G:00590:00776_SUB_SUB;2380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;0;1873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00559:01183_SUB_SUB;327;0;2;1;4;0;0;5;0;10;12;0;0;1;0;0;2;0;8;0;12;2;0;0;0;2;7;1;0;0;0;0;0;1;0;5;0;0;0;10;9;0;0;0;0;0;0;4;12;0;0;4;0;5;3;2;4;6;0;0;1;0;7;38;1;59;0;42;0;0;28;0;0;0;1;0;4;0;6;4;2;0;0;0;0;0;0;0;0;0;0
P8S2G:00582:01220_SUB_SUB;254;0;0;12;1;2;2;7;0;10;7;0;0;2;2;0;0;0;6;1;21;0;4;0;0;1;4;0;0;0;1;0;0;0;0;2;0;0;0;14;6;0;0;0;0;0;0;1;4;0;0;8;0;2;3;1;4;8;0;0;1;0;15;14;0;20;1;31;0;0;22;0;0;0;1;0;2;0;3;3;3;0;0;0;0;1;0;0;0;0;1
P8S2G:00623:00919_SUB_SUB;278;0;0;13;0;0;0;1;0;6;10;0;0;0;2;0;0;2;11;8;34;1;5;0;0;1;1;0;0;0;0;0;0;0;0;3;0;0;0;21;2;0;0;0;0;0;0;4;7;0;0;9;0;1;1;0;1;8;0;0;3;0;4;12;1;19;0;65;0;0;5;0;0;0;2;0;3;0;7;2;1;0;0;0;0;0;0;0;0;1;1
P8S2G:00631:01058_SUB_SUB;213;0;1;0;4;1;0;1;0;5;2;0;1;6;1;0;3;0;1;1;4;1;0;0;0;2;7;2;0;0;0;0;0;0;0;2;0;0;0;5;4;0;0;0;0;0;0;3;1;0;1;2;0;2;1;0;1;6;0;0;0;0;7;35;1;36;0;26;0;0;22;0;0;0;0;0;4;0;7;1;1;0;0;0;0;1;1;0;0;0;0
P8S2G:00621:01184_SUB_SUB;124;0;0;5;1;0;0;0;0;1;7;0;1;0;1;0;1;0;5;0;17;0;0;0;0;2;2;0;0;0;0;0;0;0;0;1;0;0;0;2;3;0;0;0;0;0;0;0;3;0;0;0;0;3;1;1;1;1;0;0;2;0;9;17;0;10;0;15;0;0;7;0;0;0;0;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0
P8S2G:00191:04668_SUB_SUB;176;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;36;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;106;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00158:05025_SUB_SUB;135;0;1;1;0;0;1;0;0;11;0;0;0;1;1;0;1;0;2;0;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0;1;1;0;1;0;0;2;1;0;1;2;0;0;3;0;47;5;0;15;0;4;0;0;8;0;0;0;1;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0
P8S2G:00195:05025_SUB_SUB;103;0;11;12;6;0;0;0;0;16;1;0;0;1;1;0;0;0;8;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00187:05089_SUB_SUB;282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
