id;count;sample:E00944163-S0001plqA-A0000Rep1_IonCode_0229;sample:E00944164-S0001plqA-A0000Rep1_IonCode_0230;sample:E00944165-S0001plqA-A0000Rep1_IonCode_0231;sample:E00944166-S0001plqA-A0000Rep1_IonCode_0232;sample:E00944168-S0001plqA-A0000Rep1_IonCode_0233;sample:E00944194-S0001plqA-A0000Rep1_IonCode_0234;sample:E00944195-S0001plqA-A0000Rep1_IonCode_0235;sample:E00944196-S0001plqA-A0000Rep1_IonCode_0236;sample:E00944200-S0001plqA-A0000Rep1_IonCode_0237;sample:E00944201-S0001plqA-A0000Rep1_IonCode_0238;sample:E00944203-S0001plqA-A0000Rep1_IonCode_0240;sample:E00944205-S0001plqA-A0000Rep1_IonCode_0242;sample:E00944206-S0001plqA-A0000Rep1_IonCode_0243;sample:E00944208-S0001plqA-A0000Rep1_IonCode_0244;sample:E00944209-S0001plqA-A0000Rep1_IonCode_0245;sample:E00944210-S0001plqA-A0000Rep1_IonCode_0246;sample:E00944211-S0001plqA-A0000Rep1_IonCode_0247;sample:E00944213-S0001plqA-A0000Rep1_IonCode_0248;sample:E00944215-S0001plqA-A0000Rep1_IonCode_0249;sample:E00944217-S0001plqA-A0000Rep1_IonCode_0250;sample:E00944218-S0001plqA-A0000Rep1_IonCode_0251;sample:E00944563-S0001plqA-A0000Rep1_IonCode_0266;sample:E00944564-S0001plqA-A0000Rep1_IonCode_0267;sample:E00963479-S0001plqA-A0000Rep1_IonCode_0202;sample:E00963480-S0001plqA-A0000Rep1_IonCode_0203;sample:E00963481-S0001plqA-A0000Rep1_IonCode_0204;sample:E00963487-S0001plqA-A0000Rep1_IonCode_0205;sample:E00963489-S0001plqA-A0000Rep1_IonCode_0206;sample:E00963503-S0001plqA-A0000Rep1_IonCode_0207;sample:E00963504-S0001plqA-A0000Rep1_IonCode_0208;sample:E00963513-S0001plqA-A0000Rep1_IonCode_0209;sample:E00963514-S0001plqA-A0000Rep1_IonCode_0210;sample:E00963678-S0001plqA-A0000Rep1_IonCode_0211;sample:E00963680-S0001plqA-A0000Rep1_IonCode_0212;sample:E00963683-S0001plqA-A0000Rep1_IonCode_0213;sample:E00963715-S0001plqA-A0000Rep1_IonCode_0268;sample:E00963717-S0001plqA-A0000Rep1_IonCode_0269;sample:E00963721-S0001plqA-A0000Rep1_IonCode_0270;sample:E00963722-S0001plqA-A0000Rep1_IonCode_0271;sample:E00963725-S0001plqA-A0000Rep1_IonCode_0272;sample:E00963726-S0001plqA-A0000Rep1_IonCode_0273;sample:E00963727-S0001plqA-A0000Rep1_IonCode_0274;sample:E00963728-S0001plqA-A0000Rep1_IonCode_0275;sample:E00963729-S0001plqA-A0000Rep1_IonCode_0276;sample:E00963731-S0001plqA-A0000Rep1_IonCode_0277;sample:E00963732-S0001plqA-A0000Rep1_IonCode_0278;sample:E00963734-S0001plqA-A0000Rep1_IonCode_0280;sample:E00963736-S0001plqA-A0000Rep1_IonCode_0282;sample:E00963738-S0001plqA-A0000Rep1_IonCode_0283;sample:E00963739-S0001plqA-A0000Rep1_IonCode_0284;sample:E00963744-S0001plqA-A0000Rep1_IonCode_0252;sample:E00963749-S0001plqA-A0000Rep1_IonCode_0253;sample:E00963754-S0001plqA-A0000Rep1_IonCode_0254;sample:E00963758-S0001plqA-A0000Rep1_IonCode_0255;sample:E00963760-S0001plqA-A0000Rep1_IonCode_0256;sample:E00963814-S0001plqA-A0000Rep1_IonCode_0257;sample:E00963840-S0001plqA-A0000Rep1_IonCode_0285;sample:E00963849-S0001plqA-A0000Rep1_IonCode_0287;sample:E00963851-S0001plqA-A0000Rep1_IonCode_0288;sample:E00963854-S0001plqA-A0000Rep1_IonCode_0289;sample:E00963858-S0001plqA-A0000Rep1_IonCode_0290;sample:E00963860-S0001plqA-A0000Rep1_IonCode_0291;sample:E00963861-S0001plqA-A0000Rep1_IonCode_0292;sample:E00963862-S0001plqA-A0000Rep1_IonCode_0293;sample:E00963863-S0001plqA-A0000Rep1_IonCode_0294;sample:E00963872-S0001plqA-A0000Rep1_IonCode_0215;sample:E00963876-S0001plqA-A0000Rep1_IonCode_0216;sample:E00963878-S0001plqA-A0000Rep1_IonCode_0217;sample:E00963882-S0001plqA-A0000Rep1_IonCode_0218;sample:E00963887-S0001plqA-A0000Rep1_IonCode_0219;sample:E00963888-S0001plqA-A0000Rep1_IonCode_0220;sample:E00982243-S0001plqA-A0000Rep1_IonCode_0258;sample:E00982245-S0001plqA-A0000Rep1_IonCode_0259;sample:E00982261-S0001plqA-A0000Rep1_IonCode_0260;sample:E00982267-S0001plqA-A0000Rep1_IonCode_0261;sample:E00982269-S0001plqA-A0000Rep1_IonCode_0262;sample:E00982272-S0001plqA-A0000Rep1_IonCode_0263;sample:E00982274-S0001plqA-A0000Rep1_IonCode_0264;sample:E00982275-S0001plqA-A0000Rep1_IonCode_0265;sample:E00982463-S0001plqA-A0000Rep1_IonCode_0222;sample:E00982464-S0001plqA-A0000Rep1_IonCode_0223;sample:E00982467-S0001plqA-A0000Rep1_IonCode_0224;sample:E00982468-S0001plqA-A0000Rep1_IonCode_0225;sample:E00982469-S0001plqA-A0000Rep1_IonCode_0226;sample:E00982473-S0001plqA-A0000Rep1_IonCode_0227;sample:E00982474-S0001plqA-A0000Rep1_IonCode_0228;sample:E00982498-S0001plqA-A0000Rep1_IonCode_0295
P8S2G:00436:06072_SUB_SUB;1024;100;8;21;6;8;43;72;0;10;49;0;30;36;66;129;0;14;4;23;22;2;0;0;0;0;0;0;0;47;0;16;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;3;49;63;13;7;7;22;0;0;0;0;0;0;0;0;3;0;3;0;1;0;14;7;1;30;41;11;2;29;3;0;0;0;0;0;0;0;0
P8S2G:00490:06316_SUB_SUB;1289;123;16;20;3;10;36;75;6;15;195;0;10;54;17;80;0;39;29;58;16;1;0;0;0;0;0;0;1;95;0;29;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;4;30;60;32;3;2;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;9;7;0;3;116;25;2;38;16;0;0;0;0;0;1;0;0
P8S2G:00564:06093_SUB_SUB;746;89;1;7;8;3;13;54;0;7;27;0;54;9;44;73;4;5;3;8;18;2;0;0;0;0;0;0;0;39;0;10;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;57;39;10;5;9;18;0;0;0;0;4;0;0;0;3;0;2;0;0;0;16;8;10;36;24;3;0;18;1;0;0;0;0;0;0;0;0
P8S2G:00619:05933_SUB_SUB;191;7;6;0;1;0;23;5;1;0;46;0;0;23;0;4;1;4;7;9;19;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;5;9;0;0;0;0;0;0;0;0
P8S2G:03421:01614_SUB_SUB;544;43;3;10;2;2;9;22;1;13;67;0;5;16;40;54;0;7;8;5;8;5;0;0;0;0;0;0;2;18;0;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;27;29;12;5;6;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;10;0;5;5;50;15;2;16;4;0;0;0;0;0;0;0;0
P8S2G:03503:01521_SUB_SUB;433;23;6;20;1;2;10;16;2;4;41;1;5;14;27;38;1;14;7;4;6;2;0;0;0;0;0;0;0;8;0;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;21;40;5;3;3;2;1;0;0;0;0;0;2;0;1;0;1;0;0;0;15;1;1;5;34;8;1;15;2;0;0;0;0;0;0;0;0
P8S2G:03472:01557_SUB_SUB;108;12;1;2;1;0;5;9;0;1;10;0;1;2;4;6;0;0;0;4;2;0;0;0;0;0;0;0;0;13;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;3;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;13;1;1;1;1;0;0;0;0;0;0;0;0
P8S2G:03878:01345_SUB_SUB;109;6;0;0;0;0;13;1;0;1;37;0;0;11;0;4;0;5;7;1;9;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;5;0;0;0;0;0;0;0;0
P8S2G:04928:01320_SUB_SUB;344;21;3;6;1;3;6;25;0;1;22;0;17;6;26;33;4;3;2;9;8;1;0;0;0;0;0;0;0;12;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;20;20;3;5;3;3;0;0;0;0;0;0;0;0;2;0;2;0;0;0;6;2;1;8;23;5;7;16;1;0;0;0;0;0;0;0;0
P8S2G:04934:01577_SUB_SUB;206;6;2;2;0;0;4;10;0;1;11;0;7;8;15;16;0;1;3;8;1;0;0;0;0;0;0;0;0;11;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;15;6;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;6;2;0;2;24;3;2;11;2;0;0;0;0;0;0;0;0
P8S2G:00667:01365_SUB_SUB;429;29;2;5;5;0;13;30;0;3;22;0;35;8;24;37;0;5;1;8;8;1;0;0;0;0;0;0;0;38;0;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;20;18;9;5;1;8;0;0;0;0;0;0;1;0;2;0;1;0;0;0;13;7;0;10;24;8;1;16;0;0;0;0;0;0;0;0;0
P8S2G:00940:01530_SUB_SUB;122;5;2;2;0;1;4;6;0;1;7;0;4;3;15;14;2;0;1;1;0;1;0;0;0;0;0;0;0;2;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;5;1;1;1;1;0;0;0;0;0;0;1;0;2;0;2;0;0;0;4;0;1;3;15;1;1;0;0;0;0;0;0;0;0;0;0
P8S2G:00967:01563_SUB_SUB;246;20;3;1;4;2;3;15;2;0;17;0;10;3;27;16;1;2;1;3;3;0;0;0;0;0;0;0;0;9;0;10;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;14;13;7;3;3;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;0;1;4;21;4;2;6;2;0;0;0;0;0;0;0;0
P8S2G:01232:01774_SUB_SUB;142;15;3;1;1;1;2;7;1;1;2;0;14;1;14;14;1;2;2;2;2;3;0;0;0;0;0;0;0;2;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;8;0;0;2;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;8;1;1;6;2;1;3;2;2;0;0;0;0;0;0;0;0
P8S2G:00790:04188_SUB_SUB;600;26;6;18;3;1;4;35;3;0;29;0;19;11;63;53;7;4;1;7;7;6;0;0;0;0;0;0;0;19;0;18;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;42;35;8;7;4;7;0;2;0;0;2;0;2;1;3;0;4;0;0;0;17;6;0;20;53;8;18;13;3;0;0;0;0;0;0;0;0
P8S2G:01129:04333_SUB_SUB;210;13;3;2;0;0;13;7;1;4;48;0;2;16;6;8;0;4;4;4;5;0;0;0;0;0;0;0;0;5;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;10;6;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;3;0;1;16;4;0;7;3;0;0;0;0;0;0;0;0
P8S2G:01161:04449_SUB_SUB;197;12;2;2;1;1;6;11;0;4;9;0;4;7;23;26;2;3;1;1;2;0;0;0;0;0;0;0;0;6;0;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;1;9;6;1;0;3;3;0;0;0;0;0;0;1;0;1;0;1;0;1;0;9;1;0;5;12;5;0;5;2;0;0;0;0;0;0;0;0
P8S2G:01320:03964_SUB_SUB;117;4;2;0;0;0;7;2;0;0;42;0;0;6;2;1;0;5;4;1;5;0;0;0;0;0;0;0;0;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;6;5;0;0;0;0;0;0;0;0
P8S2G:04683:06071_SUB_SUB;237;28;1;3;3;2;12;17;0;1;14;0;4;16;10;23;0;9;1;7;7;0;0;0;0;0;0;0;0;12;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;9;17;2;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;1;10;2;0;10;1;0;0;0;0;0;0;0;0
P8S2G:04730:06050_SUB_SUB;139;16;2;0;0;0;3;6;1;1;18;0;2;4;9;14;0;5;1;2;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;16;7;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;10;2;0;4;1;0;0;0;0;0;0;0;0
P8S2G:04844:05843_SUB_SUB;399;19;12;0;0;0;23;12;0;5;119;0;1;41;3;9;0;12;9;14;23;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;2;20;14;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;3;3;0;12;7;0;0;0;0;0;0;0;0
P8S2G:04861:06226_SUB_SUB;304;28;2;8;0;1;6;15;0;1;22;0;7;4;33;36;2;5;1;1;2;3;0;0;0;0;0;0;1;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;9;21;6;6;5;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;9;2;3;9;20;4;3;7;3;0;0;0;0;0;0;0;0
P8S2G:05091:06091_SUB_SUB;328;0;1;0;0;0;4;18;0;3;7;0;26;9;36;80;0;4;1;4;14;5;0;0;0;0;0;0;1;8;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;3;2;1;7;7;0;6;0;0;0;0;1;0;0;0;6;0;1;0;0;0;8;7;5;7;29;6;0;3;2;0;0;0;0;0;0;0;0
P8S2G:05229:06128_SUB_SUB;104;3;3;0;0;0;11;0;0;0;15;0;0;11;0;1;0;2;1;5;7;0;0;0;0;0;0;0;1;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;12;7;0;0;0;0;0;0;0;0
P8S2G:00393:06576_SUB_SUB;119;9;2;2;1;0;6;3;1;0;20;0;0;11;2;6;0;1;0;4;7;0;0;0;0;0;0;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;5;3;0;10;5;0;0;0;0;0;0;0;0
P8S2G:00440:06535_SUB_SUB;143;8;5;4;0;1;3;7;0;3;20;0;2;7;5;19;0;2;1;1;2;0;0;0;0;0;0;0;0;7;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;10;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;8;1;1;6;2;0;0;0;0;0;0;0;0
P8S2G:00445:06833_SUB_SUB;208;12;5;2;2;1;11;6;1;0;41;0;2;9;1;14;0;2;5;6;2;0;0;0;0;0;0;0;0;11;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;5;16;5;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;4;1;0;0;14;6;0;12;3;0;0;0;0;0;0;0;0
P8S2G:00581:07014_SUB_SUB;266;19;1;5;0;1;4;16;1;0;18;0;5;5;30;33;0;4;3;4;0;2;0;0;0;0;1;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;19;15;6;1;2;3;0;0;0;0;0;0;0;0;2;0;1;0;1;0;6;1;1;5;23;8;0;6;4;0;0;0;0;0;0;0;0
P8S2G:00617:06865_SUB_SUB;300;20;4;5;2;1;9;16;0;2;18;0;12;8;19;32;1;1;1;0;12;1;0;0;0;0;0;0;1;7;0;7;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;26;11;14;3;4;2;0;0;0;0;2;0;1;0;0;0;0;1;0;0;3;4;1;7;19;2;4;7;6;0;0;0;0;0;0;0;0
P8S2G:00983:02358_SUB_SUB;277;25;3;3;0;1;2;16;2;0;38;0;2;11;20;21;0;6;1;4;7;0;0;0;0;0;0;0;0;9;0;7;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;13;20;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;0;3;25;6;0;7;2;0;0;0;0;0;0;0;0
P8S2G:00992:02475_SUB_SUB;530;22;7;8;6;1;21;8;1;8;18;0;7;4;79;86;3;3;1;1;15;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;27;42;28;2;3;4;0;0;0;0;1;0;2;0;2;1;1;0;0;0;10;0;4;30;25;6;4;26;7;0;0;0;0;0;0;0;0
P8S2G:00742:02727_SUB_SUB;102;6;1;2;1;0;2;5;0;1;6;0;9;1;9;14;3;2;1;1;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;5;4;1;1;2;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;1;6;0;2;2;1;0;0;0;0;0;0;0;0
P8S2G:00926:02686_SUB_SUB;305;26;9;8;0;1;9;17;3;5;38;0;3;15;10;30;1;6;6;4;4;1;0;0;0;0;0;0;1;5;0;5;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;1;13;19;2;1;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3;2;0;1;32;5;2;7;1;0;0;0;0;0;0;0;0
P8S2G:00876:03783_SUB_SUB;234;11;2;1;1;1;3;16;1;3;6;0;8;3;24;43;1;1;0;2;1;0;0;0;0;0;0;0;0;7;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;16;7;3;5;4;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0;8;1;4;7;13;0;5;11;1;0;0;0;0;0;0;0;0
P8S2G:01053:00836_SUB_SUB;131;7;0;3;1;2;1;8;3;2;11;0;6;4;6;7;0;0;1;3;3;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;5;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;2;0;14;3;1;5;2;0;0;0;0;0;0;0;0
P8S2G:00811:04600_SUB_SUB;211;15;0;0;0;0;21;5;0;1;84;0;0;28;1;3;1;5;2;1;20;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;3;7;0;0;0;0;0;0;0;0
P8S2G:00768:04755_SUB_SUB;257;22;0;3;0;0;5;14;1;3;16;0;11;6;27;23;0;3;1;3;3;0;0;0;0;0;0;0;0;5;0;11;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;2;0;0;2;13;10;4;1;2;2;0;1;0;0;0;0;0;0;1;0;1;0;0;0;4;1;1;7;21;7;3;12;2;0;0;0;0;0;0;0;0
P8S2G:03986:03006_SUB_SUB;106;3;1;1;0;1;2;3;0;0;6;0;2;1;11;20;0;1;1;2;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;5;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;9;8;1;1;3;0;0;0;0;0;0;0;0;0
P8S2G:02656:02346_SUB_SUB;543;61;9;11;2;1;4;40;3;7;69;0;4;23;13;50;0;9;10;14;7;0;0;0;0;0;0;0;1;32;0;13;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;12;27;13;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;58;14;0;20;3;0;0;0;0;0;0;0;0
P8S2G:03246:02289_SUB_SUB;143;1;1;0;0;0;3;5;0;0;32;1;4;2;53;14;1;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;1;0;6;0;0;0;0;0;0;0;0;0
P8S2G:04663:06739_SUB_SUB;132;5;3;1;1;0;4;3;0;1;30;0;0;12;1;4;0;4;5;8;5;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;9;6;0;0;0;0;0;0;0;0
P8S2G:04747:04320_SUB_SUB;615;31;5;12;8;2;4;29;2;2;36;0;30;8;56;64;7;7;3;6;5;5;0;0;0;0;0;0;1;16;0;14;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;1;57;15;11;12;3;6;1;0;0;0;2;0;3;0;7;0;2;0;0;0;19;7;2;17;56;9;9;17;1;0;0;0;0;0;0;0;0
P8S2G:04999:04206_SUB_SUB;392;0;0;0;0;0;0;0;19;0;0;0;6;0;88;23;29;0;0;6;19;0;0;0;0;8;35;0;0;22;1;26;0;0;0;3;10;0;0;0;0;0;0;1;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;6;0;7;0;7;0;0;0;0;0;15;1;0;0;0;0;41;0;0;0;5;4;0;0;0;0;0;3;0
P8S2G:04924:05423_SUB_SUB;138;14;0;3;1;0;3;11;0;0;6;0;8;2;4;21;0;1;1;4;3;0;0;0;0;0;0;0;0;9;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;12;7;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;5;5;0;0;3;1;0;0;0;0;0;0;0;0
P8S2G:04985:05439_SUB_SUB;322;16;2;5;1;2;2;16;0;6;11;0;10;8;44;41;2;6;1;5;3;0;0;0;0;0;0;0;0;11;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;23;18;8;2;1;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;11;1;2;3;28;3;1;17;1;0;0;0;0;0;0;0;0
P8S2G:03694:06563_SUB_SUB;1235;86;3;46;4;2;15;44;5;10;72;0;18;24;207;106;4;21;11;14;8;3;0;0;0;0;0;0;1;22;0;19;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;3;0;0;1;86;84;9;14;14;19;1;2;0;0;1;0;1;0;3;0;0;0;0;0;32;5;3;38;88;26;6;38;8;0;0;0;0;0;0;0;0
P8S2G:02840:05155_SUB_SUB;428;29;2;8;3;2;8;22;0;7;21;0;18;8;37;46;3;5;2;7;5;6;0;0;0;0;0;0;1;17;0;12;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;2;26;12;7;5;2;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;3;0;12;37;0;10;11;5;0;0;0;0;0;0;0;0
P8S2G:03142:05732_SUB_SUB;184;12;3;2;1;0;3;9;3;2;11;0;9;3;14;24;3;0;2;1;1;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;15;4;6;1;1;4;0;0;0;0;0;0;0;0;2;0;1;1;0;0;6;0;1;7;15;1;2;4;3;0;0;0;0;0;0;0;0
P8S2G:05175:01189_SUB_SUB;181;12;4;0;1;0;16;8;2;0;39;0;0;4;0;7;0;5;5;8;8;0;0;0;0;0;0;0;1;4;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;4;0;0;7;5;0;11;6;0;0;0;0;0;0;0;0
P8S2G:03833:04700_SUB_SUB;112;6;0;1;1;0;4;5;0;0;9;0;6;0;10;5;0;1;0;1;1;1;0;0;0;0;0;0;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;6;4;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;2;1;10;4;2;1;4;0;1;0;0;0;0;0;0;0
P8S2G:03471:03952_SUB_SUB;339;29;3;5;7;1;10;23;0;5;19;0;10;9;13;24;1;6;5;14;9;0;0;0;0;0;0;0;0;21;0;13;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;11;15;4;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9;3;3;31;5;2;12;1;0;0;0;0;0;0;0;0
P8S2G:03654:04277_SUB_SUB;399;25;4;11;2;2;6;19;1;2;22;0;18;4;30;33;5;0;4;6;4;3;0;0;0;0;0;0;0;12;0;12;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;1;36;12;4;8;5;7;0;0;0;0;1;0;0;0;2;0;0;0;0;0;16;1;2;15;41;3;8;7;1;0;0;0;0;0;0;0;0
P8S2G:02333:06511_SUB_SUB;112;5;1;2;0;0;0;6;0;2;8;0;7;1;12;17;1;0;0;0;1;1;0;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;7;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;1;2;3;7;0;0;1;1;0;0;0;0;0;0;0;0
P8S2G:02716:01055_SUB_SUB;390;21;4;10;0;0;1;15;0;6;25;0;12;7;69;34;2;2;2;1;4;0;0;0;0;0;0;0;0;7;0;11;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;39;22;2;8;3;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;7;1;2;15;21;6;4;15;3;0;0;0;0;0;0;0;0
P8S2G:03260:00652_SUB_SUB;188;16;3;1;0;1;0;10;1;4;15;0;11;6;19;22;1;2;1;4;3;0;0;0;0;0;0;0;0;4;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;3;7;2;0;1;3;0;0;0;0;0;0;1;0;0;0;2;0;0;0;4;6;0;3;14;1;0;9;0;0;0;0;0;0;0;0;0
P8S2G:00134:02824_SUB_SUB;151;14;3;3;1;1;4;11;3;1;19;0;2;7;3;11;0;3;1;2;3;0;0;0;0;0;0;0;0;8;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;3;4;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;15;6;0;4;2;0;0;0;0;0;0;0;0
P8S2G:00511:03095_SUB_SUB;252;19;3;2;1;2;4;20;1;2;19;0;9;8;20;23;2;3;1;2;5;1;0;0;0;0;0;0;0;8;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;21;11;6;3;3;3;0;0;0;0;1;0;0;0;3;0;0;0;0;0;7;1;3;7;13;3;4;2;0;0;0;0;0;0;0;0;0
